titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
"A ideia é repassar para as mães assistidas pelo programa como cultivar uma horta saudável em
pequenos espaços","Parceria entre o programa Mãe Coruja do Ipojuca e Secretaria de Agricultura desenvolve, quinzenalmente, a ação do Horta no Quintal. A programação oferecida, desde o final do ano passado, tem o objetivo de estimular a produção de hortaliças para o consumo da família. O ninho Mãe Coruja do Ipojuca-sede recebeu, na tarde desta quinta-feira (10), mães e futuras mamães do Programa para entender o passo a passo do cultivo de hortaliças em casa. A didática foi repassada pelo técnico em Agropecuária da Secretaria de Agricultura, Antenor Gomes, que destacou o processo como fácil, prático e gratificante. “Basta usar o que temos ao nosso redor de material reciclável, como garrafa pet, baldes e caqueiras velhas. Materiais que causam danos ao meio ambiente se tornam aliados nessa atividade”, declarou Gomes. [...]",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal do texto está em:,a,7° ano,SPAECE,Avaliação paraná,“Aprogramação oferecida [...] tem o objetivo de estimular a produção de hortaliças para o consumo da família.”. ,"['“Aprogramação oferecida [...] tem o objetivo de estimular a produção de hortaliças para o consumo da família.”. ', '“Adidática foi repassada pelo técnico em Agropecuária da Secretaria deAgricultura,Antenor Gomes,...”. ', '“‘Basta usar o que temos ao nosso redor de material reciclável,...’”.', '“‘Materiais que causam danos ao meio ambiente se tornam aliados...’”.']"
Praias onde vale a pena curtir o verão,"Está chegando o momento mais aguardado do ano. É quando os estudos dão uma trégua, o trabalho fica para depois e as únicas coisas importantes para fazer são curtir o sol, praticar esportes e aproveitar a paisagem. Para onde ir? Os 9.198 quilômetros do litoral brasileiro abrigam lugares paradisíacos, onde o banho de mar e a areia branquinha são uma tentação para quem passou 11 meses do ano vendo o mar a distância. Mas é preciso ser realista. Há pedaços da costa perdidos para as férias. “Em geral, a condição do litoral brasileiro é ruim para os banhos de mar”, confirma Luiz Roberto Tommasi, um dos maiores especialistas em poluição marinha do país, que há anos avalia as condições das praias. Diante da imensidão azul, pode parecer que o quadro não é assim tão grave. Afinal, o mar deveria diluir a sujeira toda deixada pelos turistas concentrados nesta época do ano. Mas o excesso de esgoto não se manifesta apenas pelo cheiro desagradável, a cor escura da água e o lixo generalizado. O esgoto mata o plâncton que produz o oxigênio e carrega bactérias nocivas e materiais que não são degradados. Entra na cadeia alimentar marinha e contamina os peixes. [...] A poluição das praias não é causada apenas pelo esgoto e a sujeira deixada pelos banhistas mal-educados. O petróleo que vaza dos navios, por exemplo, causa danos ecológicos que perduram durante anos. Mas é um problema localizado. A poluição mais grave do litoral brasileiro é provocada pelo saneamento deficiente. Apenas 4,8% da população das cidades costeiras é atendida pela rede de esgoto. As consequências na qualidade da água do mar são percebidas por meio de exames do nível de coliformes fecais. As medições periódicas indicam se a praia está contaminada por esgoto [...]. Muitos jornais costumam dar os resultados desses exames, principalmente no verão. Mas os interessados também podem acompanhar a situação de sua praia favorita pela internet [...].",D07 - Diferenciar a informação principal das secundárias em um texto.,Qual trecho apresenta a informação principal do texto?,d,7° ano,SPAECE,Avaliação paraná,"“‘Em geral, a condição do litoral brasileiro é ruim’...”.","['“Está chegando o momento mais aguardado do ano.”.', '“É quando os estudos dão uma trégua, o trabalho fica para depois...”. ', '“Os 9.198 quilômetros do litoral brasileiro abrigam lugares paradisíacos,...”.', '“‘Em geral, a condição do litoral brasileiro é ruim’...”.']"
Etapa Lindeiros dos Jogos de Aventura e Natureza inicia nesta sexta-feira,"Começa nesta sexta-feira (26) a Etapa Lindeiros dos Jogos de Aventura e Natureza do Paraná (Jans). A competição será disputada em sete municípios com 10 modalidades em disputa até domingo (28). Marechal Cândido Rondon, Pato Bragado, Entre Rios do Oeste, Guaíra, Mercedes, 5 Terra Roxa e Missal serão as sedes do evento, recebendo competições de vôlei de praia, [...] canoagem de velocidade, pesca, futevôlei, skate, [...] e o futebol das estrelas. Para o diretor de Inovação da Superintendência do Esporte, Tiago Campos, o retorno dos jogos representa mais do que a volta das competições esportivas. “Teremos muitas atrações como o campeonato de pesca e a canoagem de velocidade em Entre Rios do Oeste. 10 Vamos fomentar o turismo dos municípios com modalidades de terra, água e ar, mostrando as características dos Jogos de Aventura e Natureza”, disse. [...] JANS – A primeira edição dos Jans aconteceu em 2019 e se destacou por ser um projeto inovador que uniu a prática esportiva, o turismo e a natureza em um evento itinerante, que beneficiou a população paranaense esportivamente e economicamente. Os Jogos de 15 Aventura e Natureza são realizados pelo Governo do Paraná por meio da Superintendência Geral do Esporte, com o apoio dos municípios-sede.",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto está no trecho:,a,7° ano,SPAECE,Avaliação paraná,“Começa nesta sexta-feira (26) a Etapa Lindeiros dos Jogos de Aventura e Natureza do Paraná...”.,"['“Começa nesta sexta-feira (26) a Etapa Lindeiros dos Jogos de Aventura e Natureza do Paraná...”.', 'Marechal Cândido Rondon, Pato Bragado, Entre Rios do Oeste, Guaíra, Mercedes, Terra Roxa e Missal serão as sedes do evento...”.', '“‘Teremos muitas atrações como o campeonato de pesca e a canoagem de velocidade em Entre Rios do Oeste.’”. ', '“A primeira edição dos Jans aconteceu em 2019 e se destacou por ser um projeto inovador que uniu a prática esportiva, o turismo e a natureza...”. ']"
Unidos no desejo por um futuro melhor – É possível,"Com a proposta de [...] construir novas relações partindo de ideias de sustentabilidade, desenvolvendo novas narrativas para a humanidade se reconectar à teia da vida, os escritores e ativistas ambientais André Carvalhal, Fe Cortez, Giovanna Nader e Yamê Reis se reúnem para lançar seus respectivos livros numa ação conjunta no dia 11 de dezembro, às 14h, nos jardins do Museu da República durante a edição da Junta Local [...]. Lançados [...] de forma não-presencial, os títulos [...] terão sua primeira sessão de autógrafos. [...] Para André Carvalhal, que lançou seu livro no início deste ano e já está na segunda impressão, é primordial acontecer este encontro. “O ritual de lançamento de um livro é algo muito importante. Não só porque marca a sua chegada no mercado, mas também porque é o momento de celebrar com as pessoas que fizeram parte e estar perto das pessoas que são o motivo do livro existir: os leitores. [...]”, comemora. [...] Giovanna Nader afirma que está emocionada com o fato de lançar o livro entre amigos [...]. “Lançar meu livro com grandes amigos e autores de livros [...] é muito emocionante. [...] Feliz em fazer isso com toda essa gente”, finaliza.",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto está no trecho:,b,7° ano,SPAECE,Avaliação paraná,"“... os escritores e ativistas ambientais André Carvalhal, Fe Cortez, Giovanna Nader e Yamê Reis se reúnem para lançar seus respectivos livros numa ação conjunta...”. ","['“... construir novas relações partindo de ideias de sustentabilidade, desenvolvendo novas narrativas para a humanidade...”. ', '“... os escritores e ativistas ambientais André Carvalhal, Fe Cortez, Giovanna Nader e Yamê Reis se reúnem para lançar seus respectivos livros numa ação conjunta...”. ', '“... terão sua primeira sessão de autógrafos.”.', '“... lançou seu livro no início deste ano e já está na segunda impressão...”.']"
O clima está esquentando!,"Você sabe o que é uma estufa? É uma caixa ou casinha de vidro usada por jardineiros e botânicos1 , onde se criam plantas que precisam de bastante calor para crescer. O vidro permite que o sol aqueça o ar dentro da estufa, que, por ser fechada, mantém esse calor. Mas, e se o planeta inteiro ficasse preso dentro de uma estufa? Na verdade, isso já acontece. [...] O problema é o tão falado aquecimento global, provocado pelo aumento exagerado do efeito estufa. [...] O resultado não é só um calorzinho: o desequilíbrio do clima provoca o aumento de tempestades, seca em algumas regiões e enchentes em outras. [...] E como cada um de nós pode colaborar para evitar as mudanças climáticas provocadas pelo aquecimento global? A preocupação com o ambiente está ligada a hábitos simples, como produzir menos lixo, usar menos o carro (que tal um passeio de bicicleta?) e reciclar materiais, porque tudo consome energia de alguma maneira para ser fabricado. Evitar o desperdício de água doce também é importante, pois ela tende a ficar mais escassa com a mudança do clima. O futuro depende de novas atitudes de todos.",D07 - Diferenciar a informação principal das secundárias em um texto.,Qual a informação principal desse texto?,c,7° ano,SPAECE,Avaliação paraná,"Os fatores que levam ao aquecimento global.","['A importância de andar mais de bicicleta.', 'A necessidade de preservação da água doce.\r', 'Os fatores que levam ao aquecimento global.\r', 'Os governantes que elaboraram um tratado.']"
A origem do sorvete,"Para se refrescar do calor, os persas tomavam um sumo de frutas bem doce e gelado. Os egípcios também fabricavam os seus gelados há 3 mil anos, enquanto os árabes misturavam sumo de fruta com gelo. Na China, o leite era uma mercadoria cara. Por isso, a sobremesa predileta da nobreza era uma pasta, feita de leite e arroz, que era colocada na neve para solidificar. O principal problema era armazenar neve para o verão em rudimentares câmaras frigoríficas subterrâneas, com grossas paredes de pedra. Na Idade Média, quando os chineses já faziam gelados, adicionando a neve ao leite, Marco Polo (1254-1324), o explorador veneziano, levou o gelado para a Itália. Dali, os famosos sumos de fruta congelados alcançaram a França e logo depois o resto do mundo. No século XVI, o italiano Bernardo Buontalenti inventou o gelado à base de leite, mais macio e nutritivo. Na primeira metade do século seguinte, um outro italiano, Procópio Coltelli, criou a máquina de fazer gelados.",D07 - Diferenciar a informação principal das secundárias em um texto.,Qual é a informação principal desse texto?,c,7° ano,SPAECE,Avaliação paraná,A origem do sorvete no mundo.,"['A criação da máquina de fazer gelados.', 'A importação de produtos chineses.', 'A origem do sorvete no mundo.', 'A sobremesa predileta da nobreza.']"
Empresa traz peixe fresco a Curitiba e gera renda extra para pescadores artesanais,"Foi durante a faculdade que o estudante de oceanografia da Universidade Federal do Paraná, Bryan Muller, 30, percebeu as dificuldades enfrentadas no dia a dia pelos pescadores artesanais em Matinhos e Pontal do Paraná. O gargalo principal está na comercialização dos pescados: como conseguir que os atravessadores paguem um preço justo aos pescadores? “Os pequenos pescadores não têm estrutura para estocar grandes quantidades de pescado e não têm acesso a canais de venda direta, por isso sempre dependeram dos atravessadores”, explica Muller. [...] Em setembro de 2018, a situação [...] desses produtores levou o estudante a criar a Olha o Peixe!, uma empresa com um olho no negócio e outro no impacto sobre pessoas e meio ambiente. Ao vender seus produtos para a Olha o Peixe!, os pescadores recebem valores bem acima dos praticados pelo mercado. Segundo Bryan, em alguns casos, a renda mensal dos pescadores aumentou em até 200%. Do preço para o consumidor final, 60% do dinheiro vai para o pescador, o restante para a empresa. [...] “A importância do projeto é também criar uma nova cultura entre os consumidores e fazer um contraponto à enorme indústria de tilápia e salmão”, diz Bryan. A zootecnista, Regina Nicodemo Cândido, 57, virou cliente assídua no final do ano passado. “Acho legal apoiar os pescadores. De longe não podemos fazer muita coisa, mas pequenos gestos podem fazer a diferença”, avalia. [...]",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há uma opinião no trecho:",d,7° ano,SPAECE,Avaliação paraná," “‘Acho legal apoiar os pescadores. De longe não podemos fazer muita coisa, mas pequenos gestos podem fazer a diferença’,...”.","['“... Bryan Muller [...] percebeu as dificuldades enfrentadas no dia a dia pelos pescadores artesanais...”.', '“‘Os pequenos pescadores não têm estrutura para estocar grandes quantidades de pescado e não têm acesso a canais de venda direta,...’”.', '“... a situação [...] desses produtores levou o estudante a criar a Olha o Peixe!,...”.', ' “‘Acho legal apoiar os pescadores. De longe não podemos fazer muita coisa, mas pequenos gestos podem fazer a diferença’,...”.']"
Clifford: O Gigante Cão Vermelho é lançado no Brasil,"Atingindo em cheio a nostalgia dos fãs, Clifford: O Gigante Cão Vermelho acaba de estrear nos cinemas brasileiros. O filme mistura comédia e aventura em uma trama para toda a família, baseada na série de livros infantis de Norman Bridwell. Com Clifford, crianças e adultos podem se divertir, dar muitas risadas e, é claro, se emocionar. [...] Clifford: O Gigante Cão Vermelho acompanha a história de Emily, uma garota de 12 anos que ganha um cachorrinho vermelho de um mágico criador de animais. O que a protagonista não esperava era que, no dia seguinte, cãozinho vermelho se tornaria um gigante de três metros – tudo isso dentro de um pequeno apartamento em Nova York. Como a mãe de Emily está em uma viagem de negócios, a garota conta com a ajuda do atrapalhado Tio Casey em uma aventura divertida pelas ruas da cidade. [...]",D06 - Distinguir fato de opinião relativa ao fato.,"No texto, há uma opinião no trecho:",d,7° ano,SPAECE,Avaliação paraná,“... em uma aventura divertida pelas ruas da cidade.”.,"[' “... acompanha a história de Emily,...”', '“... ganha um cachorrinho vermelho...”.', '“... a mãe de Emily está em uma viagem de negócios...”.', '“... em uma aventura divertida pelas ruas da cidade.”.']"
-,"Olá, revista CHC. Tenho 11 anos e estudo na escola Marechal Floriano. Eu estava lendo uma das duas matérias, ela se chama Chá de sumiço e fala que as pessoas estão destruindo as florestas e fazendo os animais entrarem em extinção. Eu gostei da matéria, pois ela serve de aviso para algumas pessoas. Até mais!",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, o trecho que apresenta uma opinião é:",d,7° ano,SPAECE,Avaliação paraná,"“Eu gostei da matéria, pois ela serve de aviso...”.","['“... estudo na escola Marechal Floriano.”', '“Eu estava lendo uma das duas matérias,...”', '“... fala que as pessoas estão destruindo as florestas...”.', '“Eu gostei da matéria, pois ela serve de aviso...”.\r']"
Esquadrão trovão,Flora Oliveira Ontem à noite vi o filme chamado Thunderforce1 [...]. A duração do filme é de uma hora e 47 minutos. As duas atrizes no filme são Melissa McCarthy e Octavia Spencer. O filme é uma comédia muito engraçada. É sobre as duas atrizes tentando salvar a sua cidade de nascimento. Thunderforce é um filme perfeito para famílias porque além de ser engraçado tem um pouco de tudo. [...],D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há um fato no trecho:",a,7° ano,SPAECE,Avaliação paraná,“... à noite vi o filme chamado Thunderforce...”.,"['“... à noite vi o filme chamado Thunderforce...”.', '“O filme é uma comédia muito engraçada.”.', '“Thunderforce é um filme perfeito para famílias...”.', '“... além de ser engraçado tem um pouco de tudo.”.']"
Água cidadã,"A gente tem um monte de direitos, os animais também têm, mas e a água, será que ela tem direitos também? Tem sim, e graças à ONU! A Organização das Nações Unidas criou um documento chamado Declaração Universal dos Direitos da Água! Ele tem 10 parágrafos, todos explicando como ela é importante para o nosso planeta! O primeiro item diz, logo de cara, que a água é patrimônio do planeta, e que cada povo e cada nação são responsáveis por ela! Já o parágrafo 7 diz claramente que a água não deve ser desperdiçada, nem poluída e nem envenenada! Puxa, seria legal se todo mundo respeitasse essa declaração, né?",D06 - Distinguir fato de opinião relativa ao fato.,O trecho desse texto que apresenta uma opinião do autor é:,d,7° ano,SPAECE,Avaliação paraná,"“Puxa, seria legal se todo mundo respeitasse essa declaração, né?”.","[' “A gente tem um monte de direitos, os animais também têm,...”.', '“A Organização das Nações Unidas criou um documento...”. \r', '“O primeiro item diz, logo de cara, que a água é patrimônio do planeta,...”.', '“Puxa, seria legal se todo mundo respeitasse essa declaração, né?”.']"
De bem com a vida,"Filó, a joaninha, acordou cedo. – Que lindo dia! Vou aproveitar para visitar minha tia. [...] Filó colocou seu vestido amarelo de bolinhas pretas, passou batom cor-de-rosa, calçou os sapatinhos de verniz, pegou o guarda-chuva preto e saiu pela floresta: plecht, plecht... Andou, andou... e logo encontrou Loreta, a borboleta. – Que lindo dia! – E pra que esse guarda-chuva preto, Filó? – É mesmo! – pensou a joaninha. E foi para casa deixar o guardachuva. De volta à floresta: – Sapatinhos de verniz? Que exagero! – disse o sapo Tatá. Hoje nem tem festa na floresta. – É mesmo! – pensou a joaninha. E foi para casa trocar os sapatinhos. De volta à floresta: – Batom cor-de-rosa? Que esquisito! – disse Téo, o grilo falante. – É mesmo! – disse a joaninha. E foi para casa tirar o batom. – Vestido amarelo com bolinhas pretas? Que feio! Por que não usa o vermelho? – disse a aranha Filomena. – É mesmo! – pensou Filó. E foi para casa trocar de vestido. Cansada de tanto ir e voltar, Filó resmungava pelo caminho. O Sol estava tão quente que a joaninha resolveu desistir do passeio. Chegando em casa, ligou para tia Matilde. – Titia, vou deixar a visita para outro dia. – O que aconteceu, Filó? – Ah! Tia Matilde! Acordei cedo, me arrumei bem bonita e saí andando pela floresta. Mas no caminho... – Lembre-se, Filozinha... gosto de você do jeitinho que você é. Venha amanhã, estarei te esperando com um almoço bem gostoso. No dia seguinte, Filó acordou de bem com a vida. Colocou seu vestido amarelo de bolinhas pretas, amarrou a fita na cabeça, passou batom cor-de-rosa, calçou seus sapatinhos de verniz, pegou o guardachuva preto, saiu andando apressadinha pela floresta, plecht, plecht, plecht... e só parou para descansar no colo gostoso da tia Matilde.",D06 - Distinguir fato de opinião relativa ao fato.,"O trecho desse texto que apresenta uma opinião é:",a,7° ano,SPAECE,Avaliação paraná,“– Batom cor-de-rosa? Que esquisito!”. ,"['“– Batom cor-de-rosa? Que esquisito!”. ', '“E foi para casa trocar de vestido.”.', '“... Filó resmungava pelo caminho.”', '“Venha amanhã, estarei te esperando...”']"
"A ideia é repassar para as mães assistidas pelo programa como cultivar uma horta saudável em
pequenos espaços
","Parceria entre o programa Mãe Coruja do Ipojuca e Secretaria de Agricultura desenvolve, quinzenalmente, a ação do Horta no Quintal. A programação oferecida, desde o final do ano passado, tem o objetivo de estimular a produção de hortaliças para o consumo da família. O ninho Mãe Coruja do Ipojuca-sede recebeu, na tarde desta quinta-feira (10), mães e futuras mamães do Programa para entender o passo a passo do cultivo de hortaliças em casa. A didática foi repassada pelo técnico em Agropecuária da Secretaria de Agricultura, Antenor Gomes, que destacou o processo como fácil, prático e gratificante. “Basta usar o que temos ao nosso redor de material reciclável, como garrafa pet, baldes e caqueiras velhas. Materiais que causam danos ao meio ambiente se tornam aliados nessa atividade”, declarou Gomes. [...]",D06 - Distinguir fato de opinião relativa ao fato.,"No texto, há uma opinião no trecho:",c,7° ano,SPAECE,Avaliação paraná,"“... Antenor Gomes, que destacou o processo como fácil, prático e gratificante.”. ","['“Parceria entre o programa Mãe Coruja do Ipojuca e Secretaria de Agricultura desenvolve,...”.', '“A programação oferecida, desde o final do ano passado, tem o objetivo de estimular...”.', '“... Antenor Gomes, que destacou o processo como fácil, prático e gratificante.”. ', '“‘Basta usar o que temos ao nosso redor de material reciclável,... ’”.']"
Praias onde vale a pena curtir o verão,"Está chegando o momento mais aguardado do ano. É quando os estudos dão uma trégua, o trabalho fica para depois e as únicas coisas importantes para fazer são curtir o sol, praticar esportes e aproveitar a paisagem. Para onde ir? Os 9.198 quilômetros do litoral brasileiro abrigam lugares paradisíacos, onde o banho de mar e a areia branquinha são uma tentação para quem passou 11 meses do ano vendo o mar a distância. Mas é preciso ser realista. Há pedaços da costa perdidos para as férias. “Em geral, a condição do litoral brasileiro é ruim para os banhos de mar”, confirma Luiz Roberto Tommasi, um dos maiores especialistas em poluição marinha do país, que há anos avalia as condições das praias. Diante da imensidão azul, pode parecer que o quadro não é assim tão grave. Afinal, o mar deveria diluir a sujeira toda deixada pelos turistas concentrados nesta época do ano. Mas o excesso de esgoto não se manifesta apenas pelo cheiro desagradável, a cor escura da água e o lixo generalizado. O esgoto mata o plâncton que produz o oxigênio e carrega bactérias nocivas e materiais que não são degradados. Entra na cadeia alimentar marinha e contamina os peixes. [...] A poluição das praias não é causada apenas pelo esgoto e a sujeira deixada pelos banhistas mal-educados. O petróleo que vaza dos navios, por exemplo, causa danos ecológicos que perduram durante anos. Mas é um problema localizado. A poluição mais grave do litoral brasileiro é provocada pelo saneamento deficiente. Apenas 4,8% da população das cidades costeiras é atendida pela rede de esgoto. As consequências na qualidade da água do mar são percebidas por meio de exames do nível de coliformes fecais. As medições periódicas indicam se a praia está contaminada por esgoto [...]. Muitos jornais costumam dar os resultados desses exames, principalmente no verão. Mas os interessados também podem acompanhar a situação de sua praia favorita pela internet [...].",D06 - Distinguir fato de opinião relativa ao fato.,O texto apresenta uma opinião no trecho:,a,7° ano,SPAECE,Avaliação paraná,"“... as únicas coisas importantes para fazer são curtir o sol, praticar esportes e aproveitar a paisagem.”","['“... as únicas coisas importantes para fazer são curtir o sol, praticar esportes e aproveitar a paisagem.”', '“... o mar deveria diluir a sujeira toda deixada pelos turistas concentrados nesta época do ano.”.', '“A poluição mais grave do litoral brasileiro é provocada pelo saneamento deficiente.”.', '“Muitos jornais costumam dar os resultados desses exames, principalmente no verão.”. ']"
“Como será?” recebe o cantor Lenine para falar de música e sustentabilidade,"Na véspera do Dia das Crianças, Sandra Annenberg recebe no estúdio um palhaço, ao lado de quem – em meio a muita mágica, malabarismo, equilibrismo e piadas – vai chamar o quadro Hoje É Dia de... Circo. Em homenagem aos pequenos, o apresentador Alexandre Henderson reúne as mais diversas curiosidades sobre o mundo do picadeiro. Enquanto um neurologista explica o que acontece no cérebro humano quando assistimos aos números mais emocionantes e engraçados, a Intrépida Trupe mostra todas as inovações na arte circense e o Projeto Circo Social prova como ela é capaz de mudar vidas. [...] No estúdio, o cantor e compositor Lenine fala sobre seus Encontros Socioambientais – Música e Sustentabilidade numa Nota Só, ação inédita que visitou 12 projetos pelo Brasil. “– A arte é um instrumento de aproximação poderoso por uma sociedade mais justa. Gosto de acreditar que a minha música vai além do que meramente canto” –, afirma. Lenine, botânico autodidata, vai ainda contar sobre sua paixão por orquídeas e tocar um de seus grandes sucessos no encerramento do programa. Uma das iniciativas visitadas pela turnê, o Mantas do Brasil (em Santos, SP), focado na preservação e na pesquisa científica da raia manta gigante, ganha destaque. [...]",D05 - Identificar o tema ou assunto de um texto.,"Qual é o assunto desse texto?",d,7° ano,SPAECE,Avaliação paraná,As atrações de um programa de TV.,"['A carreira musical do cantor Lenine.\r', 'A comemoração do Dia das Crianças', ' As ações de preservação da natureza', 'As atrações de um programa de TV.']"
"Afinal, no espaço faz frio ou calor?
","Normalmente, as temperaturas de ventos solares e nuvens de gases interestelares costumam assustar, pois chegam à casa de milhares de graus Celsius – e às vezes, milhões! Em contrapartida, a radiação cósmica de fundo tem uma temperatura estimada de -270 ºC. Portanto, se tivéssemos termômetros espalhados pelo espaço sideral, como temos nas grandes avenidas do nosso país, eles registrariam temperaturas que estão entre esses dois intervalos extremos, dependendo da região. Com exceção de nuvens muito densas e próximas às estrelas, a maior parte dos gases no espaço é rarefeito demais para chegar a aquecer qualquer coisa: não existem moléculas o suficiente para que elas se agitem e acabem transferindo calor para outros corpos. Mesmo os ventos solares não são quentes como pensamos: eles atingem espaçonaves com partículas ionizadas e carregadas de energia (calor), mas a taxa de colisão é um quadrilhão de vezes menor do que a de moléculas de gases na atmosfera da Terra. Sendo assim, a radiação acaba sendo o único mecanismo de transferência de calor no espaço. [...]",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,b,7° ano,SPAECE,Avaliação paraná,A temperatura no espaço.,"['A radiação no espaço.\r', 'A temperatura no espaço.', 'As espaçonaves atingidas por ventos no espaço.', 'Os equipamentos espalhados pelo espaço.']"
Eleição para prefeitura é decidida no cara ou coroa nas Filipinas,"Autoridades eleitorais das Filipinas desempataram no cara ou coroa um raro empate em uma eleição para prefeito nesta sexta-feira (17). Sue Cudilla foi proclamada nova prefeita da cidade de Araceli, na província de Palawan, após vencer um lance de moedas melhor de três. Ela escolheu coroa e venceu Noel Beronio. Ambos receberam 3.495 votos na eleição, realizada na segunda-feira (13). Eles concordaram desempatar na moeda, embora a legislação previsse o desempate através do sorteio com papéis tirados de uma urna.",D05 - Identificar o tema ou assunto de um texto., Qual é o tema desse texto?,b,7° ano,SPAECE,Avaliação paraná,A forma de desempate de uma eleição nas Filipinas.,"['A diferente legislação da província de Palawan.\r', 'A forma de desempate de uma eleição nas Filipinas.', 'A função das autoridades eleitorais das Filipinas.', 'A quantidade de eleitores da cidade de Araceli.']"
A Viagem,"Um dia eu acordei com alguém me chamando. Eram João e Maria, me dando chocolates, caramelos e sonhos da casa de doces da bruxa. Pouco depois, Pinóquio me apresentou Gepeto. Os três porquinhos me mostraram pelos do lobo. Nesse momento, acordei e vi que estava no meu quarto. Um livro de capa verde no chão me lembrou que estava lendo contos de fada. Mas me senti como se tivesse sido teletransportado. Foi uma viagem inesquecível. Venha fazê­la comigo!",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,d,7° ano,SPAECE,Avaliação paraná,uma viagem ao mundo da leitura.,"['uma visita à doceria.', 'o despertar dos personagens.', 'o teletransporte de João e Maria', 'uma viagem ao mundo da leitura.']"
"Lili, uma Cocker Companheira","“Dim­dom!” – Oba! Temos visitas! – disse a minha dona. Eu sou a cachorrinha Lili, e sou uma Cocker. Eu gosto quando chegam visitas aqui em casa. Faço amizades com muita facilidade, mas sem ficar pulando ou pedindo carinho para os visitantes. Bom, a não ser que eles me convidem para fazer isso. Na verdade, sou muito alegre, gosto de brincar e de dar longos passeios. Tenho bastante energia para essas coisas. Mas também sou flexível. Posso simplesmente ser uma companheira tranquila ao lado da minha dona. Vai depender do que ela quiser que eu faça no momento. Há algo importante que você precisa saber sobre mim. Minhas orelhas compridas abafam os ouvidos, assim eles acumulam mais cera, umidade e sujeira. Por isso, você precisa limpar meus ouvidos com algodão umedecido em óleo de amêndoa. Depois, é só retirar o excesso com algodão seco. Sou bem gulosa e, se minha dona não me controlar, como um montão. Por falar em comida, já me deu uma fominha! Desculpa aí, pessoal, mas vou ver se já está na hora da minha ração. Tchauzinho!",D05 - Identificar o tema ou assunto de um texto.,"O tema desse texto é",a,7° ano,SPAECE,Avaliação paraná,o comportamento da cachorrinha Lili.,"['o comportamento da cachorrinha Lili.', 'o cuidado que se deve ter com uma Cocker.', 'a característica física de uma cachorrinha.', 'a alegria da cachorrinha ao receber visitas.']"
Água cidadã,"A gente tem um monte de direitos, os animais também têm, mas e a água, será que ela tem direitos também? Tem sim, e graças à ONU! A Organização das Nações Unidas criou um documento chamado Declaração Universal dos Direitos da Água! Ele tem 10 parágrafos, todos explicando como ela é importante para o nosso planeta! O primeiro item diz, logo de cara, que a água é patrimônio do planeta, e que cada povo e cada nação são responsáveis por ela! Já o parágrafo 7 diz claramente que a água não deve ser desperdiçada, nem poluída e nem envenenada! Puxa, seria legal se todo mundo respeitasse essa declaração, né?",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é ,a,7° ano,SPAECE,Avaliação paraná,"a Declaração Universal dos Direitos da Água.","['a Declaração Universal dos Direitos da Água.\r', 'a Organização das Nações Unidas', 'o direito do cidadão.', 'o respeito aos animais.']"
Dinossauros no shopping,"Passear pelo shopping pode ser divertido, principalmente num dia de chuva, em que não dá para brincar lá fora. Encontramos cinemas com filmes bacanas, lanches gostosos, dinossauros… Opa! Achou estranho? Pois saiba que a exposição Era T-Rex levou um monte de parentes meus para shoppings em Niterói e São Paulo. A aventura começa com um filme 5D, tecnologia que une os movimentos do cinema 3D com cheiros, ventania e até esguichos de água para contar a história de um filhote de Tyranosaurus rex que se perde da mãe. Depois, o passeio continua com uma visita a réplicas de diversas espécies que se mexem de verdade, emitem sons e têm tamanho real. Quem visitar a exposição vai ver uma fêmea maiassaura cuidando de seu filhote, um apatossauro com 22 metros de comprimento e até tocar o angaturama, um dinossauro que viveu aqui no Brasil. A viagem no tempo não para por aí. No final, você vai encontrar um tanque de areia cheio de fósseis para descobrir. Eu e Diná já fomos correndo visitar nossos parentes e, apesar de sentirmos falta de algumas espécies, adoramos. Se você mora em São Paulo e quer conhecer a exposição, é preciso correr: ela só fica por lá até 29 de julho. Já em Niterói, ela vai até outubro.",D05 - Identificar o tema ou assunto de um texto.,Qual é o tema desse texto?,a,7° ano,SPAECE,Avaliação paraná,A exposição Era T-Rex nos shoppings em Niterói e São Paulo.,"['A exposição Era T-Rex nos shoppings em Niterói e São Paulo.', 'A tecnologia 5D utilizada nos cinemas e exposições.', 'As atividades nos passeios pelo shopping em dia de chuva.', 'As espécies de dinossauros que viveram no Brasil.']"
