titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
-,"A palavra “café” vem do árabe qahhwah e significa “vinho”. Foi cultivado pela primeira vez pelo povo muçulmano, sendo por isso conhecido também como vinho da Arábia. As sensações de vigor e ânimo que o fruto proporciona foram descobertas pelo pastor etíope Caldi, que, após perceber que suas cabras andavam agitadas, viu que elas se alimentavam de folhas e grãos de um arbusto específico. Os monges que viviam na região colheram os frutos e prepararam um chá. A partir daí, passaram a consumir frequentemente a bebida para ficarem mais acordados nas noites de vigília e oração.  Seu cultivo tornou-se tão importante para o povo árabe, que era terminantemente proibido que seus grãos deixassem a região. Todo café negociado era previamente fervido para que não pudesse mais germinar. Apenas no século XVIII a planta ganhou a Europa, sendo cultivada na Holanda",D10 - Identificar o propósito comunicativo em diferentes gêneros.,Esse texto tem a finalidade de,d,9° ano,SPAECE,Simulado 01 SPAECE ,informar sobre a origem do café.,"['expor as características do café. ', 'falar sobre o cultivo de café no mundo.', 'incentivar o consumo de café.', 'informar sobre a origem do café.']"
Nova York proíbe venda de refrigerantes em copos grandes,"A prefeitura de Nova York proibiu [...] a venda de refrigerantes em copos com mais de 473 mililitros – equivalente a 16 onças, medida usada nos EUA – nas lanchonetes, restaurantes, estádios e salas de cinema, em uma tentativa de combater a obesidade. A Comissão de Saúde da prefeitura aprovou a proibição, que inclui todas as bebidas ricas em açúcar. Segundo o prefeito Michael Bloomberg, mais da metade dos adultos em Nova York (58%) é de obesos ou possui excesso de peso, e este problema também afeta 40% das crianças nas escolas públicas. O consumo de refrigerantes, geralmente mais baratos que a água mineral e cujos copos não são mais caros que os pequenos, é uma das causas identificadas do problema. [...] A iniciativa provocou críticas de moradores que a consideram uma intromissão exagerada do poder público em questões particulares. Representantes dos produtores de refrigerantes também se expressaram contrários. [...] “Ainda não é o fim”, afirmou em nota o grupo Nova-iorquinos pela Escolha das Bebidas, que é patrocinado pela indústria de refrigerantes. A associação reuniu mais de 250 mil assinaturas contra o projeto e considera mover um processo na justiça. “Continuaremos expressando nossa oposição a essa proibição e lutaremos pelo direito dos nova-iorquinos de tomar suas próprias decisões. E estaremos ao lado dos comerciantes que serão afetados por essas limitações arbitrárias”, dizia a nota, assinada por Eliot Hoff",D10 - Identificar o propósito comunicativo em diferentes gêneros.,Qual o objetivo desse texto?,c,9° ano,SPAECE,Simulado 01 SPAECE ,"Informar as pessoas.","['Convencer o leitor.', 'Fazer uma propaganda.', 'Informar as pessoas.\r', 'Incentivar o consumismo.']"
Patativa do Assaré,"Antônio Gonçalves da Silva, o Patativa do Assaré, nasceu na Serra de Santana, a 18 Km da cidade de Assaré, em 5 de março de 1909. Filho de Pedro Gonçalves da Silva e Maria Pereira da Silva, família pobre, perdeu o pai aos oito anos, passando a partir daí a trabalhar na roça para garantir o sustento da família. Logo que ingressou na escola, aos doze anos, passou a escrever poesia e produzir pequenos textos. [...] O nome “Patativa” surgiu devido à semelhança entre seu canto e o do pássaro Patativa, ave nordestina que possui um canto mavioso e singular, quando o jovem poeta tinha apenas vinte anos. Com um nome artístico, passou a viajar pela região cantando seus repentes e apresentando-se várias vezes na rádio Araripe. Patativa é considerado o gênio da literatura cearense [...].",D09 - Reconhecer gênero discursivo.,Esse texto é um exemplo de,a,9° ano,SPAECE,Simulado 01 SPAECE ,biografia.,"['biografia.', 'conto.', 'notícia.\r', 'propaganda.']"
Surfista é mordido no rosto por tubarão em Fernando de Noronha,"Um surfista foi mordido por um tubarão nesta quinta-feira (14), em Fernando de Noronha. Vinícius Cavalcanti, 31 anos, estava surfando na praia da Cacimba do Padre quando aconteceu o incidente. Ele foi levado de carro, pela esposa, ao Hospital São Lucas com ferimentos na face, no pescoço e na orelha. Ele chegou com sangramento intenso, mas com ""sinais vitais estáveis, lúcido e orientado"", de acordo com informações preliminares da unidade de saúde. Ainda segundo o hospital, ele está bem, estável, tranquilo e conversando. Vinícius é vendedor de açaí na Cacimba e aproveitou o final do expediente para pegar onda. Segundo relato da mulher do vendedor, Juliana Cavalcanti, o rapaz caiu em cima do tubarão e levou uma mordida. “Meu marido me contou que estava surfando, quando caiu e o tubarão o abocanhou. A mordida pegou no supercílio, orelha, no queixo e no pescoço. Sangrava muito"", conta.",D09 - Reconhecer gênero discursivo.,Esse texto pertence ao gênero,c,9° ano,SPAECE,Simulado 01 SPAECE ,"notícia.","['conto.', 'lenda.', 'notícia.\r', 'propaganda.']"
Canastra das velhinhas,"Duas velhinhas, bem velhinhas estão jogando sua canastra semanal. Uma delas olha para a outra e diz: — Por favor, não me leve a mal. Nós somos amigas há tanto tempo e agora eu não consigo me lembrar do seu nome, veja só a minha cabeça. Qual é o seu nome, querida? A outra olha fixamente para a amiga, por uns dois minutos, coça a testa e diz: — Você precisa dessa informação para quando?",D09 - Reconhecer gênero discursivo.,"Esse texto é um exemplo de",d,9° ano,SPAECE,Simulado 01 SPAECE ,piada.,"['charge', 'conto.', 'notícia.\r', 'piada.']"
Ah… a praia!,"Minha fascinação por ela é uma imensidão [...]. E pensar que é formada na mais tranquila e paciente espera. Foram necessários milhões de anos para podermos desfrutar de algumas horas do dia; no meu caso, de um bom feriado. Largo meus afazeres e presto somente atenção nela. O vento que vem de lá traz-me uma felicidade que não encontro nesse lado de cá. Mesmo que seja por pouco tempo, faço tudo para que esse tempo seja necessário, não para que desfrute de tudo que ela ofereça, e sim para que eu sempre sinta vontade de visitá-la. Sua voz é tão linda que tem concha que teima a imitá-la. Repare como ela é completa. Sinto o quente da areia, o frio da maré que chega. Oferece-me comida. Nunca me canso de falar dos ensinamentos da natureza. Tudo que vale a pena deve ser cultivado na medida certa do tempo. O perfeito é criado sem muita pressa, tornando-se duradouro. Que assim seja meu amor por ela. Quente quando está perto, frio quando a saudade aperta. Alimentado por tudo que está dentro dela. E que surja no tempo certo, para que possamos desfrutar na medida certa por um tempo indefinido. Para que no final eu possa prestar somente atenção nela.",D09 - Reconhecer gênero discursivo.,Esse texto é um exemplo de,d,9° ano,SPAECE,Simulado 01 SPAECE ,crônica.,"['artigo científico.', 'biografia.', 'carta.', 'crônica.']"
Surfista é mordido no rosto por tubarão em Fernando de Noronha,"Um surfista foi mordido por um tubarão nesta quinta-feira (14), em Fernando de Noronha. Vinícius Cavalcanti, 31 anos, estava surfando na praia da Cacimba do Padre quando aconteceu o incidente. Ele foi levado de carro, pela esposa, ao Hospital São Lucas com ferimentos na face, no pescoço e na orelha. Ele chegou com sangramento intenso, mas com ""sinais vitais estáveis, lúcido e orientado"", de acordo com informações preliminares da unidade de saúde. Ainda segundo o hospital, ele está bem, estável, tranquilo e conversando. Vinícius é vendedor de açaí na Cacimba e aproveitou o final do expediente para pegar onda. Segundo relato da mulher do vendedor, Juliana Cavalcanti, o rapaz caiu em cima do tubarão e levou uma mordida. “Meu marido me contou que estava surfando, quando caiu e o tubarão o abocanhou. A mordida pegou no supercílio, orelha, no queixo e no pescoço. Sangrava muito"", conta.",D07 - Diferenciar a informação principal das secundárias em um texto.,O trecho abaixo que contém a informação principal desse texto é:,a,9° ano,SPAECE,Simulado 01 SPAECE ,"“Um surfista foi mordido por um tubarão nesta quinta-feira (14), em Fernando de Noronha""","['“Um surfista foi mordido por um tubarão nesta quinta-feira (14), em Fernando de Noronha""', '“Ele foi levado de carro, pela esposa, ao Hospital São Lucas...” ', '“Segundo relato da mulher do vendedor [...] o rapaz caiu em cima do tubarão...”', '“A mordida pegou no supercílio, orelha, no queixo e no pescoço.” ']"
Nova York proíbe venda de refrigerantes em copos grandes,"A prefeitura de Nova York proibiu [...] a venda de refrigerantes em copos com mais de 473 mililitros – equivalente a 16 onças, medida usada nos EUA – nas lanchonetes, restaurantes, estádios e salas de cinema, em uma tentativa de combater a obesidade. A Comissão de Saúde da prefeitura aprovou a proibição, que inclui todas as bebidas ricas em açúcar. Segundo o prefeito Michael Bloomberg, mais da metade dos adultos em Nova York (58%) é de obesos ou possui excesso de peso, e este problema também afeta 40% das crianças nas escolas públicas. O consumo de refrigerantes, geralmente mais baratos que a água mineral e cujos copos não são mais caros que os pequenos, é uma das causas identificadas do problema. [...] A iniciativa provocou críticas de moradores que a consideram uma intromissão exagerada do poder público em questões particulares. Representantes dos produtores de refrigerantes também se expressaram contrários. [...] “Ainda não é o fim”, afirmou em nota o grupo Nova-iorquinos pela Escolha das Bebidas, que é patrocinado pela indústria de refrigerantes. A associação reuniu mais de 250 mil assinaturas contra o projeto e considera mover um processo na justiça. “Continuaremos expressando nossa oposição a essa proibição e lutaremos pelo direito dos nova-iorquinos de tomar suas próprias decisões. E estaremos ao lado dos comerciantes que serão afetados por essas limitações arbitrárias”, dizia a nota, assinada por Eliot Hoff",D07 - Diferenciar a informação principal das secundárias em um texto.,O trecho abaixo que contém a informação principal desse texto é:,a,9° ano,SPAECE,Simulado 01 SPAECE ,“...Nova York proibiu [...] a venda de refrigerantes em copos com mais de 473 mililitros...”,"['“...Nova York proibiu [...] a venda de refrigerantes em copos com mais de 473 mililitros...”', '“...mais da metade dos adultos em Nova York é de obesos ou possui excesso de peso...”', '“A iniciativa provocou críticas de moradores que a consideram uma intromissão...” ', '“A associação reuniu mais de 250 mil assinaturas contra o projeto...”']"
Brasil é o 4º maior produtor de lixo plástico do mundo e recicla apenas 1%,"O Brasil é o 4º maior produtor de lixo plástico do mundo, atrás apenas de Estados Unidos, China e Índia. O país também é um dos que menos recicla este tipo de lixo: apenas 1,2% é reciclado, ou seja, 145.043 toneladas. Os dados são do estudo feito pelo Fundo Mundial para a Natureza (WWF, sigla em inglês). O relatório “Solucionar a Poluição Plástica – Transparência e Responsabilização"" será apresentado na Assembleia das Nações Unidas para o Meio Ambiente (UNEA-4), que será realizada em Nairóbi, no Quênia, de 11 a 15 de março. Veja os números: • Brasil produz 11.355.220 milhões de toneladas de lixo plástico por ano • Cada brasileiro produz 1 kg de lixo plástico por semana • Somente 145.043 toneladas de lixo plástico são recicladas • 2,4 milhões de toneladas de plástico são descartadas de forma irregular • 7,7 milhões de toneladas ficam em aterros sanitários • Mais de 1 milhão de toneladas não é recolhida no país O Brasil é um dos países que menos recicla no mundo ficando atrás de Yêmen e Síria e bem abaixo da média mundial que é de 9%. Dentre os maiores produtos de lixo plástico, é o que menos recicla.",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto está no trecho,a,9° ano,SPAECE,Simulado 01 SPAECE ,“O Brasil é o 4º maior produtor de lixo plástico do mundo...também é um dos que menos recicla este tipo de lixo,"['“O Brasil é o 4º maior produtor de lixo plástico do mundo...também é um dos que menos recicla este tipo de lixo', '“Os dados são do estudo feito pelo Fundo Mundial para a Natureza (WWF, sigla em inglês).” ', '“O relatório [...] será apresentado na Assembleia das Nações Unidas para o Meio Ambiente', '“... ficando atrás de Yêmen e Síria e bem abaixo da média mundial que é de 9%.""']"
Beber e comer ao mesmo tempo faz bem ou mal?,"Logo após o pedido de comida em um restaurante a pergunta do garçom sempre é: ""E para beber?"". Há quem não consiga comer sem um copo de suco, água ou até refrigerante por perto para ""ajudar"" na digestão. Mas, será que isso faz bem para a saúde? [...] Seja no café da manhã, com o tradicional café com pão, ou em lanches, almoços e jantares, a bebida acaba sendo uma companhia habitual às refeições. Porém, a nutricionista Sheila Basso explica que essa união pode não ser tão saudável, já que a alta ingestão de líquido durante a refeição pode prejudicar a digestão e até diminuir a absorção de nutrientes do organismo (biodisponibilidade). ""A digestão é um processo tanto químico, quanto físico, e se dá início na boca, quando os alimentos são triturados pelos dentes e os carboidratos digeridos pela enzima amilase salivar. Quando ingerimos grande quantidade de líquidos durante as refeições, essas enzimas podem acabar se diluindo ou, no caso dos refrigerantes, sucos ou bebidas ácidas, elas podem interferir no pH dessas moléculas e, consequentemente, dificultar a digestão"", explica a profissional.",D07 - Diferenciar a informação principal das secundárias em um texto.,Qual a informação principal desse texto?,d,9° ano,SPAECE,Simulado 01 SPAECE ,"“A digestão [...] se dá início na boca, quando os alimentos são triturados...” (","['“...a bebida acaba sendo uma companhia habitual às refeições.”', '“A alta ingestão de líquido durante a refeição pode prejudicar a digestão...” ', '“A digestão é um processo tanto químico, quanto físico...”', '“A digestão [...] se dá início na boca, quando os alimentos são triturados...” (']"
Baleia é encontrada morta com 40 quilos de plástico no estômago,"Uma baleia da espécie bicuda de Cuvier foi encontrada em Mabini, na costa das Filipinas, morta com 40 quilos de plástico em seu estômago. A informação foi divulgada pelos cientistas do grupo D'Bone Collector Museum, organização que visa educar as pessoas sobre a preservação do meio ambiente. O biólogo marino Darrell Blatchley, fundador da organização, disse em entrevista à rede americana ""CNN"" que a baleia morreu de desidratação e inanição e vomitou sangue antes de morrer. ""Eu não estava preparado para a quantidade de plástico"", disse Blatchley. ""Cerca de 40 quilos de sacas de arroz, sacolas de supermercado, sacolas de plantação de banana e sacolas plásticas em geral. Dezesseis sacas de arroz no total.""",D07 - Diferenciar a informação principal das secundárias em um texto.,A informação principal desse texto está no trecho:,a,9° ano,SPAECE,Simulado 01 SPAECE ,"“Uma baleia...foi encontrada...morta com 40 quilos de plástico em seu estômago""","['“Uma baleia...foi encontrada...morta com 40 quilos de plástico em seu estômago""', '“A informação foi divulgada pelos cientistas do grupo D\'Bone Collector Museum...""', '“Eu não estava preparado para a quantidade de plástico.”', '“Cerca de 40 quilos de sacas de arroz, sacolas de supermercado...” ']"
"Branca lembrança de uma infância
","Naquela época, o carreirinho que ia à igreja já estava branquinho de neve, como se tivesse chovido algodão sobre a mata ainda virgem. Os galhos dos pinheiros – até os mais fortes – quebravam devido ao peso da neve. Os barrancos ficavam todos cobertos por uma manta branca e suave, formando um verdadeiro escorregador. Fazíamos bonecos de neve com nariz de cenoura, braços de galhos secos e uma panela velha como chapéu. Foi a nossa maior diversão! Contrastando com a neve, estava o marrom carnado do pinhão no chão. Pinhão, tinha bastante! Por isso era pinhão no almoço, na janta... Como a comida era pouco diversificada, a gente dava graças quando tinha alguma coisa diferente. O pinhão dava um sabor a mais a nossas refeições! A gente sabia que o pinhão só dava no inverno, mas queria catar pinhão o ano todo. Ah, que saudades daquela época em que a gente fazia o sapecado! O pinhão quentinho e o chimarrão eram nossos tesouros, nossa tradição... [...]",D06 - Distinguir fato de opinião relativa ao fato.,Qual dos trechos abaixo revela uma opinião do autor?,c,9° ano,SPAECE,Simulado 01 SPAECE ,“Foi a nossa maior diversão!”,"['“...o carreirinho...já estava branquinho de neve...”', '“Os galhos dos pinheiros...quebravam...”', '“Foi a nossa maior diversão!”', '“...era pinhão no almoço, na janta...” ']"
Riqueza,"Qual a verdadeira riqueza desse mundo? No dicionário é sinônimo de abundância, ostentação e luxo. Mas acredito que esteja longe disso. Recentemente tive dois exemplos claros de que a riqueza de fato está contida em outra fonte. Vi um programa que mostrou a história de um senhor heptagenário que possui três empregos humildes, acorda as 4:00 para começar a rica jornada de trabalho, adorado por todos habitantes da pacata cidadezinha. Quer saber se é infeliz? Seu sorriso espontâneo a todo momento responde essa pergunta. Quer outro exemplo? Há alguns dias fui hospedado na casa de um grande amigo. Casa simples que acompanha uma família simples e linda. A todo momento sou questionado se estou sendo bem tratado. A todo momento recebo pedido de desculpas por qualquer falha na hospedagem. Para minha surpresa, encontro uma mesa farta sempre, e quando digo farta não significa nenhuma ostentação. Encontro também uma mãe autônoma que cria seus filhos com muita intuição e amor. Intuição que é expresso no coração bondoso de seus filhos; ajudado por um padrasto carinhoso e dedicado. Sou uma pessoa rica? Sou à medida que aprendo com o senhor heptagenário e choro com sua história de superação. Sou à medida que extraio dessa família todas as qualidades que preciso para ter uma família verdadeiramente rica de sentimentos e preceitos de vida. Quero viver dessa fonte de forma inesgotável.",D06 - Distinguir fato de opinião relativa ao fato.,O trecho abaixo que exprime uma opinião do autor é:,a,9° ano,SPAECE,Simulado 01 SPAECE ,"“Mas acredito que esteja longe disso.""","['“Mas acredito que esteja longe disso.""', '“Vi um programa que mostrou a história de um senhor...” ', '“Quer outro exemplo?” ', '“...recebo pedido de desculpas...” ']"
"A abelha gulosa
","A abelha era muito gulosa, de tal forma que passava o dia inteiro a beber o néctar das flores. Sua obrigação, como membro ativo da colmeia, era levar para a comunidade de abelhas o néctar necessário para o sustento diário de todas. Mas ela esquecia-se de tudo, tal era a obsessão de comer. — Abelhinha, não é correto o que você faz, disse-lhe uma de suas companheiras. Além de não cumprir a sua obrigação na colmeia, está prejudicando a si própria. Não vê, por acaso, como está ficando gorda? A abelha fazia-se de surda aos conselhos desse tipo e continuava no seu come-come. Engordou tanto, que aconteceu uma tragédia. A abelhinha regressou à colmeia, ao anoitecer. Tentou passar pela porta, mas não conseguiu. Estava gordíssima! Suas companheiras tentaram ajudá-la, mas foi tudo inútil e a abelhinha glutona teve que ficar lá fora, sujeita às intempéries. Na manhã seguinte, suas companheiras encontraram-na congelada. Não tinha conseguido resistir ao intenso frio da noite",D06 - Distinguir fato de opinião relativa ao fato.,"Nesse texto, há uma opinião no seguinte trecho:",a,9° ano,SPAECE,Simulado 01 SPAECE ,"“— Abelhinha, não é correto o que você faz...”","['“— Abelhinha, não é correto o que você faz...”', '“A abelha fazia-se de surda aos conselhos...” ', '“Suas companheiras tentaram ajudá-la...” ', '“...suas companheiras encontraram-na congelada.”']"
Eu não perco as esperanças nos jovens de hoje,"Às vezes, quando estou voando entre uma conferência e outra, vejo-me sentado perto de alguém que é muito conversador. Isso frequentemente é uma experiência agradável para mim, porque sou um inveterado observador do ser humano. Aprendo muito observando e ouvindo as pessoas que vejo todos os dias. [...] Infelizmente, há ocasiões em que sento perto de alguém que apenas deseja extravasar o seu mau humor ou impor as suas opiniões políticas...Em uma delas, fiquei sentado resignadamente, enquanto meu vizinho de poltrona começava a falar sobre a situação terrível do mundo, usando o clichê: — Você sabe como os jovens de hoje são... [...] Quando, aliviado, finalmente saí do avião e fui para o meu hotel, comprei o jornal local e fui jantar. Em uma página interna do jornal, estava um artigo que acho que deveria ter sido colocado na primeira página. Em uma cidadezinha de Indiana, havia um garoto de quinze anos que tinha um tumor cerebral. Ele estava sendo tratado com radioterapia e quimioterapia. Como resultado desses tratamentos, perdera todos os seus cabelos. Eu não sei quanto a vocês, mas sei como me teria sentido se aquilo tivesse acontecido comigo na sua idade – mortificado! Os colegas daquele jovem foram espontaneamente em seu socorro: todos os garotos da sua série pediram às suas mães que os deixassem raspar a cabeça para que Brian não fosse o único garoto careca na escola secundária. Ali, naquela página, estava a fotografia de uma mãe raspando a cabeça do filho, sob o olhar aprovador da família. Ao fundo, via-se um grupo de jovens igualmente carecas. Não, eu não perco as esperanças nos jovens de hoje",D06 - Distinguir fato de opinião relativa ao fato.,Qual dos trechos abaixo exprime uma opinião do autor?,a,9° ano,SPAECE,Simulado 01 SPAECE ,“Isso frequentemente é uma experiência agradável...”,"['“Isso frequentemente é uma experiência agradável...”', '“Isso frequentemente é uma experiência agradável...”', '“Ele estava sendo tratado com radioterapia...”', '“...Ali, naquela página, estava a fotografia de uma mãe...”']"
Beber e comer ao mesmo tempo faz bem ou mal?,"Logo após o pedido de comida em um restaurante a pergunta do garçom sempre é: ""E para beber?"". Há quem não consiga comer sem um copo de suco, água ou até refrigerante por perto para ""ajudar"" na digestão. Mas, será que isso faz bem para a saúde? [...] Seja no café da manhã, com o tradicional café com pão, ou em lanches, almoços e jantares, a bebida acaba sendo uma companhia habitual às refeições. Porém, a nutricionista Sheila Basso explica que essa união pode não ser tão saudável, já que a alta ingestão de líquido durante a refeição pode prejudicar a digestão e até diminuir a absorção de nutrientes do organismo (biodisponibilidade). ""A digestão é um processo tanto químico, quanto físico, e se dá início na boca, quando os alimentos são triturados pelos dentes e os carboidratos digeridos pela enzima amilase salivar. Quando ingerimos grande quantidade de líquidos durante as refeições, essas enzimas podem acabar se diluindo ou, no caso dos refrigerantes, sucos ou bebidas ácidas, elas podem interferir no pH dessas moléculas e, consequentemente, dificultar a digestão"", explica a profissional.",D06 - Distinguir fato de opinião relativa ao fato.,O trecho abaixo que revela uma opinião do autor é:,a,9° ano,SPAECE,Simulado 01 SPAECE ,“Há quem não consiga comer sem um copo de suco...”,"['“Há quem não consiga comer sem um copo de suco...”', '“A digestão é um processo tanto químico, quanto físico...” ', '“...os alimentos são triturados pelos dentes...”', '“...podem interferir no pH dessas moléculas e, consequentemente, dificultar a digestão""']"
Caçadora de gigantes,"Bárbara Thorson é uma garota rebelde e solitária que prefere o mundo de calabouços e dragões ao mundo real. Ao passar por uma série de maus tratos na escola, seu comportamento muda e a vida que sempre imaginou se torna real. Logo ela se vê enfrentando seus medos da pior maneira e fica obcecada com o que acredita ser sua missão: matar gigantes. PAÍS DE ORIGEM: BÉLGICA/CHINA/EUA/GRÃ-BRETANHA/ ANO DE PRODUÇÃO: 2018 GÊNERO: DRAMA, FANTASÍA, SUSPENSE DURAÇÃO: 106 CENSURA: 10",D05 - Identificar o tema ou assunto de um texto.,Esse texto fala sobre,c,9° ano,SPAECE,Simulado 01 SPAECE ,o resumo de um filme.,"['o elenco de um filme', 'o gênero dos filmes', 'o resumo de um filme.', 'os filmes dramáticos.']"
Do que é feito o iogurte?,"O iogurte é um alimento amplamente consumido por jovens e adultos, seja puro ou com açúcar, mel ou frutas. Apesar disso, muitas pessoas não sabem como esse produto é feito e imaginam apenas que há leite, açúcar e alguns frutos. O que muitos não sabem é que, além desses produtos, existem bactérias! [...] As bactérias também são importantes para a fabricação de alimentos, tais como os iogurtes, queijos, coalhadas e vinagres; na produção de insulina, que é usada no tratamento de diabetes, e até em tratamentos estéticos, como o Botox. [...] No que diz respeito ao iogurte, elas são usadas para transformar o açúcar encontrado no leite (lactose) em ácido lático, que é responsável por coagular o leite. Esse processo é conhecido como fermentação. Basicamente, duas bactérias são usadas no processo de fabricação de iogurtes, a Lactobacillus bulgaricus e a Streptococcus thermophilus. A primeira está mais relacionada com a cremosidade e o cheiro do iogurte, enquanto o Streptococcus thermophilus está mais relacionado com a fermentação.  O iogurte, além de saboroso, possui várias outras qualidades. Os lactobacilos usados em sua produção são importantes, por exemplo, contra doenças do intestino. Além disso, alguns estudos comprovam que o iogurte diminui o mau hálito e é uma boa fonte de cálcio, auxiliando, assim, no combate à osteoporose e à hipertensão (pressão alta). Sem falar que o iogurte é uma grande fonte de vitaminas",D05 - Identificar o tema ou assunto de um texto.,Esse texto fala principalmente sobre,d,9° ano,SPAECE,Simulado 01 SPAECE ,o modo como é produzido o iogurte.,"['as receitas produzidas a partir do iogurte.', 'o consumo de iogurte na alimentação dos jovens.', 'o leite e seus benefícios na saúde das pessoas.', 'o modo como é produzido o iogurte.']"
Onde judas perdeu as botas,"A expressão “onde Judas perdeu as botas” é usada para designar um lugar distante, desconhecido e inacessível. Existe uma história não comprovada a qual relata que após trair Jesus, Judas se enforcou em uma árvore sem nada nos pés, já que havia posto o dinheiro que ganhara por ter entregue o mestre dentro de suas botas. Ainda segundo o conto popular, quando os soldados viram que Judas estava sem seus sapatos, saíram desesperados em busca dos calçados e do dinheiro ali depositado (cerca de 30 moedas de ouro). No entanto, diz a lenda que ninguém achou, nem sequer ficou sabendo do paradeiro das botas de Judas. Foi por meio desta fantasiosa história que o termo “onde Judas perdeu as botas” surgiu e se transformou em uma expressão popular.",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,b,9° ano,SPAECE,Simulado 01 SPAECE ,A origem de uma expressão popular,"['A história da traição de Judas', 'A origem de uma expressão popular', 'O paradeiro das botas de Judas', 'O surgimento de parábolas bíblicas.']"
-,"Em época de Natal, os pais enchem as lojas para atender os desejos dos filhos [...]. Esta cena não é comum somente no mês de dezembro. Os excessos quanto aos pedidos das crianças acontecem frequentemente, e isto se deve à forte influência que o consumo exerce sobre as crianças. Uma forma de lidar com esse aspecto é a orientação que os pais podem oferecer o quanto antes, esclarecendo que o importante é a personalidade do indivíduo, e não aquilo que ele consome. [...] Os shoppings possuem uma estrutura que fascina as crianças. As lojas de brinquedos, o parque, as cores e as luzes as atraem. O ser humano tem uma grande necessidade de aceitação, de pertencer a um grupo, e o ato de consumir seria uma forma de inserção social, ou seja, para vivenciar este sentimento de pertença, a criança “necessita” adquirir determinado brinquedo, certas marcas de tênis e roupas e até fazer alguns passeios que são interessantes para o seu grupo. Os pais e a escola podem ensinar a criança a consumir com consciência e responsabilidade. Considerando a qualidade do produto e as necessidades a fim de não desperdiçar e sim de economizar. Quando o pai é consumista, tem grande possibilidade de ter um filho também consumista. Se o pai é econômico, planeja e investe naquilo que é fundamental, consegue passar esses valores para o filho. [...]",D05 - Identificar o tema ou assunto de um texto.,"Qual é o assunto principal desse texto?",a,9° ano,SPAECE,Simulado 01 SPAECE ,A influência do consumo na vida das crianças.,"['A influência do consumo na vida das crianças.', 'A responsabilidade dos pais e da escola sobre o consumo infantil.', 'O consumo como uma forma de inserção social.\r', 'O consumismo em época de Natal. ']"
"A invasão dos blábláblás
","O planeta é dividido entre as pessoas que falam no cinema – e as que não falam. É uma divisão recente. Por décadas, os falantes foram minoria. E uma minoria reprimida. Quando alguém abria a boca na sala escura, recebia logo um shhhhhhhhhhhhh. E voltava ao estado silencioso de onde nunca deveria ter saído. Todo pai ou mãe que honrava seu lugar de educador ensinava a seus filhos que o cinema era um lugar de reverência. [...] [...] Pertenço, desde sempre, às fileiras dos silenciosos. Anos atrás, nem imaginava que pudesse haver outro comportamento além do silêncio absoluto no cinema. Assim como não imagino alguém cochichando em qualquer lugar onde entramos com o compromisso de escutar. Não é uma questão de estilo, de gosto. Pertence ao campo do respeito, da ética. Cinema é a experiência da escuta [...] mas nós não falamos uns com os outros. No cinema, só quem fala são os atores do filme. Nós calamos para que eles possam falar. Nossa vida cala para que outra fale. Isso era cinema. Agora mudou. É estarrecedor, mas os blábláblás venceram. Tomaram conta das salas de cinema. E, sem nenhuma repressão, vão expulsando a todos que entram no cinema para assistir ao filme sem importunar ninguém. [...]",D05 - Identificar o tema ou assunto de um texto.,"Esse texto trata principalmente",b,9° ano,SPAECE,Simulado 01 SPAECE ,das pessoas que falam no cinema.,"['das mudanças ocorridas no ambiente cinematográfico.', 'das pessoas que falam no cinema.', 'dos filmes exibidos no cinema.\r', 'dos tipos de conversas ouvidas no cinema']"
Jogos eletrônicos para crianças,"Na era tecnológica em que vivemos, o mundo digital está integrado em nosso dia-a-dia. Os aparelhos eletrônicos são parte essencial da vida de todos, e entram cada vez mais cedo na vida das crianças. [...] Muito mais do que diversão, os jogos eletrônicos podem ser verdadeiros exercícios para o corpo e a mente. O destaque principal vai para o aprimoramento da coordenação motora: manipular o “joystick” melhora a coordenação motora fina, desenvolvendo a capacidade de movimentos delicados e sensíveis [...] Controlar um personagem dentro de uma realidade virtual é um constante exercício de lógica e de assimilação de novos padrões. Os videogames são uma verdadeira “academia para o cérebro”, e são campeões em aumentar a agilidade de raciocínio. Quem se dedica aos games treina o cérebro para pensar rápido e para lidar com adversidades instantâneas [...] É preciso ter olhos atentos para acompanhar tudo o que acontece na telinha – e é justamente por isso que os games são grandes exercícios de visão. Além de aguçar a visão e potencializar a capacidade cerebral de prestar atenção em vários eventos ao mesmo tempo.",D05 - Identificar o tema ou assunto de um texto.,O texto fala principalmente sobre,c,9° ano,SPAECE,Simulado 01 SPAECE ,"os benefícios dos jogos eletrônicos.","['a coordenação motora das crianças', 'o avanço da tecnologia no mundo moderno.', 'os benefícios dos jogos eletrônicos.\r', 'os males causados pelo uso de videogames.\r']"
